Date,Close,MA(10C)s,MA(10C)w,%K(141),%D(3),RSI(14C),MACDHist(12269C),MACD(12269C),MACDSig(12269C),AccDist,CCI(20C),ATR(14)
07/01/2019,8852.69,8795.254,8771.6,60.597,55.673,53.067,-8.889,4.432,13.321,88631635639,26.714,133.965
06/30/19,8821.76,8807.548,8763.392,55.345,46.299,51.806,-19.271,-1.665,17.605,88543146130,20.64,140.88
06/27/19,8796.61,8814.056,8761.992,51.075,40.276,50.809,-27.422,-6.275,21.147,88617665804,17.926,144.61
06/26/19,8687.08,8828.549,8767.799,32.478,34.026,46.317,-33.125,-9.506,23.618,88555406156,-15.816,146.143
06/25/19,8649.88,8868.316,8800.751,37.276,41.543,44.725,-27.75,-2.341,25.409,88565703576,-27.836,152.021
06/24/19,8598.97,8902.3,8846.645,32.323,54.206,42.56,-13.819,10.626,24.446,88465346905,-44.031,154.685
06/23/19,8739.16,8927.324,8906.346,55.03,71.072,47.296,14.265,32.207,17.941,88484598024,5.25,147.114
06/20/19,8869.7,8923.33,8939.831,75.266,82.829,52.332,40.052,45.009,4.957,88567753365,49.41,146.935
06/19/19,8936.26,8888.008,8943.16,82.921,86.891,55.109,60.336,47.404,-12.931,88617895988,76.297,147.378
06/18/19,9000.43,8835.77,8924.889,90.301,84.996,57.859,76.642,42.994,-33.648,88752818898,107.221,151.001
06/17/19,8975.63,8790.817,8886.778,87.449,82.738,57.091,85.057,30.205,-54.851,88657267925,114.735,155.385
06/16/19,8886.84,8731.451,8842.382,77.237,86.922,54.322,90.45,15.969,-74.48,88570057925,100.197,158.489
06/13/19,8941.54,8678.786,8804.554,83.528,94.509,56.404,100.253,6.606,-93.646,88639780621,133.38,161.936
06/12/2019,9084.75,8637.748,8749.319,100,99.134,62.199,100.026,-11.009,-111.035,88795773326,197.24,163.237
06/11/2019,8989.72,8594.89,8660.253,100,97.932,59.644,77.123,-47.915,-125.038,88633640056,173.049,165.324
06/10/2019,8849.21,8556.853,8581.55,97.404,85.2,55.517,50.182,-84.647,-134.829,88486708710,113.311,165.118
06/09/2019,8699.22,8518.825,8521.48,96.394,63.946,50.498,25.598,-115.993,-141.591,88370550931,40.575,164.983
05/30/19,8516.48,8501.425,8485.518,61.803,47.938,43.256,6.406,-139.043,-145.449,88285086207,-37.52,163.617
05/29/19,8413.88,8511.962,8484.696,33.641,35.567,38.571,-2.182,-147.835,-145.653,88203064086,-72.665,166.585
05/28/19,8550.9,8518.644,8503.744,48.371,30.708,42.971,-2.566,-146.459,-143.892,88237439045,-40.49,165.249
05/27/19,8381.97,8500.981,8494.668,24.688,26.535,34.404,-14.619,-156.524,-141.905,87584302995,-83.19,159.91
05/26/19,8360.19,8499.448,8516.027,19.065,31.969,33.203,-13.383,-149.894,-136.511,87525154869,-94.262,156.499
05/23/19,8531.16,8530.895,8547.065,35.851,37.138,38.318,-9.48,-137.034,-127.553,87554236465,-66.609,147.829
05/22/19,8656.17,8563.473,8552.94,40.992,32.852,42.794,-21.696,-136.034,-114.337,87605608074,-46.976,146.236
05/21/19,8609.35,8587.836,8540.515,34.57,28.4,40.372,-48.078,-145.507,-97.429,87643065030,-62.164,149.107
05/20/19,8468.93,8623.787,8543.14,22.995,28.744,32.4,-74.012,-150.715,-76.702,87559321272,-98.601,149.775
05/19/19,8525.22,8681.216,8581.738,27.635,29.067,34.097,-88.454,-140.872,-52.417,87540936636,-99.854,149.253
05/16/19,8621.85,8746.59,8621.987,35.601,24.919,37.203,-105.677,-131.992,-26.315,87614443923,-91.248,146.711
05/15/19,8480.7,8818.095,8657.668,23.965,13.052,28.351,-130.1,-128.576,1.523,87521466185,-140.501,147.138
05/14/19,8374.27,8906.221,8735.035,15.191,6.277,20.504,-138.706,-107.974,30.731,87613819587,-199.287,139.447
05/13/19,8366.64,8999.214,8848.661,0,4.27,19.921,-127.15,-69.272,57.878,87607900691,-265.775,122.838
05/12/2019,8674.66,9090.2,8980.218,3.641,6.684,27.487,-98.601,-18.089,80.511,87742431510,-229.622,108.593
05/09/2019,8856.94,9149.313,9066.518,9.17,11.816,34.738,-81.482,16.138,97.621,87806857485,-183.734,100.807
05/08/2019,8899.8,9191.173,9127.288,7.241,19.726,36.861,-70.198,41.033,111.232,87822883263,-190.195,98.23
05/07/2019,8968.86,9224.97,9186.41,19.035,27.315,40.571,-54.514,67.846,122.36,87845009483,-167.571,97.451
05/06/2019,9043.22,9250.877,9237.686,32.901,48.036,45.111,-36.482,94.051,130.533,87902435500,-120.631,94.306
05/05/2019,9178.96,9266.057,9278.201,30.011,70.105,55.668,-17.465,118.558,136.024,87865054447,-11.555,77.546
05/02/2019,9336.9,9272.128,9295.141,81.195,87.162,74.509,-4.671,134.294,138.965,87930479982,108.231,68.526
05/01/2019,9361.96,9258.091,9280.812,99.109,90.122,78.419,-4.171,136.344,140.515,88027381888,136.067,68.164
04/30/19,9304.2,9245.7,9259.674,81.181,85.857,75.688,-7.124,134.425,141.55,87903156682,108.539,66.373
04/29/19,9276.5,9229.235,9246.044,90.078,92.114,74.236,-6.781,135.902,142.684,87985843430,99.782,64.684
04/28/19,9265.79,9210.398,9234.025,86.311,93.195,73.672,-4.172,138.631,142.803,87934860606,102.512,65.168
04/25/19,9275.54,9189.353,9220.128,99.954,94.57,75.062,-1.239,141.188,142.428,87966536127,120.891,65.93
04/24/19,9237.77,9170.596,9201.047,93.318,88.022,73.246,-0.482,141.405,141.887,87864813101,108.186,65.05
04/23/19,9227.93,9154.539,9185.914,90.439,89.727,72.767,1.846,143.472,141.625,87832046341,109.115,66.136
04/22/19,9195.02,9136.504,9169.291,80.31,89.097,71.161,4.099,145.024,140.924,87818972803,94.125,66.779
04/21/19,9239.67,9120.799,9155.796,98.433,95.66,76.872,8.56,148.246,139.685,87924748846,119.178,66.326
04/18/19,9196.53,9097.943,9130.028,88.547,96.002,75.077,7.916,145.657,137.741,87825825633,105.051,66.917
04/17/19,9238.05,9084.678,9109.691,100,98.842,80.671,9.089,144.626,135.537,87866762184,131.571,66.834
04/16/19,9139.55,9059.421,9077.213,99.459,95.493,76.876,4.129,136.979,132.85,87720490263,99.926,63.915
04/15/19,9088.13,9038.935,9058.92,97.066,94.833,74.443,5.796,135.255,129.458,87613083393,86.956,64.308
04/14/19,9055.34,9019.777,9046.492,89.955,94.265,72.746,11.333,136.323,124.99,87531320344,81.628,66.048
04/11/2019,9087.97,8996.187,9035.737,97.477,94.132,77.503,19.837,139.041,119.204,87563384912,103.912,67.643
04/10/2019,9077.2,8966.274,9013.61,95.364,90.863,77.043,25.285,137.167,111.881,87526292207,112.788,70.157
04/09/2019,9047.58,8935.187,8987.79,89.554,86.541,75.778,29.929,133.875,103.946,87427193692,114.87,71.183
04/08/2019,9037.97,8898.317,8960.651,87.669,89.908,75.369,35.174,130.742,95.568,87372867978,124.649,74.215
04/07/2019,9011.11,8861.189,8928.509,82.4,93.709,74.24,39.155,125.821,86.666,87273223872,129.647,72.73
04/04/2019,9063.88,8824.795,8894.634,99.656,99.575,81.013,42.338,120.444,78.106,87333803749,175.708,69.678
04/03/2019,8985.48,8789.273,8844.705,99.07,99.69,78.279,36.516,106.456,69.94,87215134213,170.707,65.078
04/02/2019,8934.69,8754.777,8802.759,100,99.415,76.22,31.821,95.036,63.215,87094956043,170.919,65.855
04/01/2019,8896.55,8727.203,8765.034,100,96.384,74.536,27.406,84.25,56.843,86983315235,173.028,65.579
03/31/19,8819.44,8702.864,8729.818,98.246,96.384,70.632,21.928,73.14,51.212,86890296429,149.458,64.497
03/28/19,8788.84,8677.264,8703.968,90.907,93.095,68.874,19.78,65.748,45.967,86832447135,151.068,66.038
03/27/19,8766.33,8656.668,8679.937,100,90.912,67.546,17.985,58.471,40.485,86830040783,158.527,65.163
03/26/19,8678.88,8632.703,8655.641,88.378,83.554,61.646,15.175,50.625,35.45,86725925759,105.931,62.602
03/25/19,8666.69,8609.422,8643.012,84.359,86.826,60.722,18.195,48.779,30.583,86652037658,106.129,64.541
03/24/19,8647.17,8585.382,8628.229,77.924,88.648,59.262,21.305,46.954,25.648,86555640597,99.792,63.523
03/21/19,8708.66,8567.24,8613.696,98.196,95.017,66.491,24.457,45.929,21.472,86637106402,177.755,63.41
03/20/19,8640.52,8544.29,8583.811,89.825,95.619,61.681,19.363,37.691,18.328,86552006818,133.166,62.213
03/19/19,8658.95,8533.654,8564.381,97.032,92.804,63.988,16.771,33.567,16.796,86513677793,169.424,63.566
03/18/19,8653.16,8523.896,8539.826,100,93.346,63.591,9.515,25.939,16.423,86426627357,194.442,65.655
03/17/19,8563.44,8515.122,8514.728,81.381,86.308,56.723,-0.704,16.414,17.119,86296813199,78.636,61.933
03/14/19,8582.88,8512.205,8505.412,98.658,71.049,58.961,-5.643,13.153,18.797,86361713480,103.596,62.614
03/13/19,8526.68,8503.187,8490.923,78.885,46.707,54.1,-13.822,6.821,20.643,86216599723,14.955,62.891
03/12/2019,8446.07,8497.769,8485.666,35.603,35.586,45.504,-18.887,4.362,23.249,86101604118,-98.36,61.528
03/11/2019,8426.29,8498.784,8495.25,25.632,38.62,43.074,-17.254,9.367,26.622,86010142423,-135.963,63.652
03/10/2019,8465.75,8499.464,8508.555,45.523,50.382,46.951,-12.606,17.633,30.24,86051985167,-102.539,64.237
03/07/2019,8479.16,8504.216,8515.549,44.704,58.995,48.324,-10.17,23.909,34.079,86144226299,-94.852,65.031
03/06/2019,8534.16,8511.048,8521.346,60.919,66.246,54.378,-8.647,30.207,38.854,86149070884,-19.446,62.631
03/05/2019,8561.37,8514.356,8517.746,71.363,64.46,57.699,-11.791,32.205,43.997,86164100210,14.618,63.958
03/04/2019,8565.42,8509.879,8508.384,66.456,54.345,58.19,-18.253,31.517,49.77,86109078268,15.04,66.743
03/03/2019,8534.27,8510.32,8498.365,55.56,43.51,55.484,-26.581,29.768,56.349,86012591870,-24.405,68.169
02/28/19,8492.7,8516.094,8495.061,41.018,34.409,51.602,-34.204,30.275,64.479,85984210043,-79.494,68.642
02/27/19,8472.5,8529.452,8501.743,33.952,23.572,49.62,-38.802,34.713,73.515,85925027038,-117.996,69.452
02/26/19,8456.22,8543.924,8514.729,28.257,13.617,48.026,-40.926,41.93,82.856,85837056272,-162.087,68.447
02/25/19,8433.09,8558.334,8533.295,8.508,12.211,45.764,-39.644,52.189,91.833,85770958063,-237.742,67.443
02/24/19,8513.27,8569.364,8558.072,4.087,21.23,53.222,-33.255,66.88,100.135,85824742956,-128.724,64.54
02/21/19,8547.48,8575.358,8569.361,24.039,21.877,56.896,-30.888,76.493,107.382,85904590411,-58.526,66.199
02/20/19,8567.24,8581.894,8575.618,35.563,26.158,59.084,-30.56,84.168,114.729,85895741612,-6.175,66.591
02/19/19,8516.6,8588.503,8579.484,6.03,30.922,54.963,-31.418,90.727,122.146,85834102764,-73.099,67.258
02/18/19,8569.83,8599.235,8594.509,36.881,52.329,60.955,-26.385,102.936,129.321,85892244951,12.724,67.47
02/17/19,8592.01,8594.316,8598.961,49.856,65.867,63.639,-23.675,111.602,135.278,85959815866,44.256,69.214
02/14/19,8626.28,8587.786,8598.193,70.251,72.986,67.931,-21.519,118.78,140.3,86016432658,82.748,70.926
02/13/19,8617.22,8581.153,8589.988,77.496,66.417,67.392,-22.751,122.726,145.478,85949742265,81.084,72.466
02/12/2019,8600.32,8577.794,8582.819,71.211,61.959,66.412,-24.196,126.9,151.097,85990821048,72.386,73.349
02/11/2019,8543.39,8575.91,8578.381,50.546,66.28,62.929,-24.616,132.102,156.719,85887944133,29.222,73.763
02/10/2019,8573.21,8583.964,8585.758,64.119,79.156,66.272,-19.187,142.617,161.804,85932290249,57.659,75.17
02/07/2019,8612.84,8577.586,8586.554,84.176,90.059,70.92,-14.582,150.926,165.509,85979335676,91.072,75.157
02/06/2019,8633.33,8559.791,8576.909,89.173,84.92,73.392,-11.955,155.302,167.258,86050436056,112.801,77.897
02/05/2019,8623.92,8543.068,8560.497,96.828,78.815,72.99,-11.684,156.543,168.227,86098893636,115.965,79.179
02/04/2019,8520.64,8520.616,8541.715,68.76,73.124,68.084,-12.454,156.807,169.261,85988915406,63.909,77.26
02/03/2019,8526.71,8508.756,8539.554,70.858,79.606,68.765,-4.526,165.379,169.905,86039762124,71.434,78.447
01/31/19,8559.95,8494.437,8533.686,79.754,85.575,72.455,3.668,173.296,169.628,86104291239,88.815,78.633
01/30/19,8583.63,8483.244,8519.74,88.205,92.324,75.121,9.28,177.497,168.216,86233722994,100.229,79.818
01/29/19,8581.48,8465.528,8498.267,88.767,95.048,75.044,11.901,177.865,165.964,86214876835,103.611,82.298
01/28/19,8623.93,8442.105,8472.926,100,96.681,79.584,13.758,175.968,162.209,86231645285,121.631,81.244
01/27/19,8509.43,8406.767,8433.441,96.377,96.535,75.938,9.625,166.663,157.038,86057241122,95.079,78.329
01/24/19,8434.89,8384.99,8410.816,93.666,94.416,73.025,12.739,164.022,151.283,85957471179,80.142,75.165
01/23/19,8466.1,8362.517,8397.657,99.561,93.369,76.632,21.415,165.855,144.439,85974818476,95.797,77.422
01/22/19,8399.4,8330.575,8373.016,90.022,89.479,74.093,27.379,162.603,135.224,85876448903,85.976,78.247
01/21/19,8402.04,8296.339,8354.278,90.526,92.805,74.39,38.489,162.879,124.39,85898025238,96.266,81.706
01/20/19,8383.52,8260.893,8328.615,87.89,95.097,73.703,48.981,160.594,111.612,85766822676,101.618,77.652
01/17/19,8448.02,8215.765,8298.114,100,98.837,80.702,59.643,157.226,97.582,85836253881,132.869,76.232
01/16/19,8406.47,8154.01,8244.658,97.402,96.636,79.54,62.017,144.074,82.057,85744248347,141.826,76.908
01/15/19,8347.25,8092.449,8187.563,99.109,96.485,77.768,62.54,129.422,66.882,85686476253,149.953,76.95
01/14/19,8270.55,8037.563,8131.256,93.398,95.578,75.183,61.811,114.868,53.056,85595683514,149.126,75.896
01/13/19,8291.66,7993.181,8080.826,96.949,97.779,77.486,61.497,102.43,40.933,85663823206,185.155,78.377
01/10/2019,8210.16,7944.992,8017.795,96.387,97.764,74.709,52.711,82.916,30.205,85595076150,186.051,75.488
01/09/2019,8146.68,7898.908,7961.204,100,98.742,72.232,43.767,65.1,21.333,85539596804,186.615,74.875
01/08/2019,8057.04,7855.333,7908.232,96.907,95.029,68.14,33.649,47.878,14.228,85416088713,158.586,73.74
01/07/2019,8047.58,7821.404,7865.389,99.319,83.558,67.673,24.878,34.327,9.449,85351050107,185.163,74.44
01/06/2019,7932.24,7793.097,7819.119,88.86,67.863,61.245,10.367,17.494,7.126,85245332812,109.542,71.053
01/03/2019,7830.47,7772.931,7790.154,62.495,56.305,53.702,-0.291,7.498,7.79,85166530790,8.195,68.562
01/02/2019,7790.86,7765.22,7778.29,52.234,55.982,50.199,-5.427,4.993,10.421,85114780929,-37.227,69.248
01/01/2019,7798.39,7772.169,7774.892,54.185,57.615,50.878,-9.0007,5.757,14.757,85077609579,-33.407,72.071
12/31/18,7826.73,7786.669,7772.761,61.526,53.377,53.405,-14.621,5.88,20.502,85119749182,-7.918,74.752
12/30/18,7809.77,7800.822,7768.05,57.133,43.377,52.083,-23.768,3.067,26.836,85101765549,-29.472,78.094
12/27/18,7749.32,7810.652,7768.211,41.472,35.431,47.115,-32.05,1.159,33.209,85059435742,-94.978,79.059
12/26/18,7710.93,7827.149,7782.361,31.527,36.743,43.672,-34.206,4.861,39.068,85141123013,-127.123,77.224
12/25/18,7717.75,7845.065,7806.749,33.294,38.44,44.146,-30.756,13.425,44.182,85166171554,-108.121,79.93
12/24/18,7764.51,7857.184,7832.101,45.408,31.212,47.424,-24.3,23.465,47.765,85097879618,-51.297,79.37
12/23/18,7730.58,7862.7,7849.954,36.618,34.649,44.655,-18.516,31.178,49.695,85038674851,-58.189,81.515
12/20/18,7753.36,7873.569,7875.952,11.612,52.714,46.171,-6.569,44.024,50.593,84944563226,-30.26,75.16
12/19/18,7860.35,7883.131,7899.546,55.717,81.849,54.196,7.464,57.46,49.996,85004225898,34.51,70.469
12/18/18,7943.39,7885.459,7904.112,90.814,94.627,61.958,15.346,62.88,47.534,85080855706,78.763,69.052
12/17/18,7968.26,7881.632,7892.883,99.014,96.298,64.528,16.599,60.429,43.829,85140246458,94.499,71.215
12/16/18,7908.07,7876.485,7876.197,94.054,93.412,60.881,14.749,53.888,39.139,85040569463,75.925,71.762
12/13/18,7914.29,7870.18,7869.308,95.827,88.215,61.488,17.587,50.885,33.297,84984717143,85.838,73.618
12/12/2018,7890.09,7849.05,7857.446,90.356,81.628,60.05,20.419,45.678,25.258,84956096717,85.482,76.368
12/11/2018,7838.94,7823.291,7845.301,78.462,78.263,56.891,25.417,40.832,15.414,84868438984,71.365,78.307
12/10/2018,7819.67,7796.745,7837.629,76.067,79.554,55.665,34.518,39.261,4.742,84789818296,66.464,80.797
12/09/2018,7839.27,7767.668,7828.174,80.259,84.114,57.202,45.259,38.646,-6.612,84819120071,78.981,83.373
12/06/2018,7848.98,7734.998,7809.215,82.336,88.809,57.937,53.529,35.304,-18.224,84861107101,92.321,86.17
12/05/2018,7883.63,7710.832,7784.097,89.747,93.644,60.517,58.806,29.536,-29.269,84868988171,119.778,88.538
12/04/2018,7905.12,7673.905,7745.966,94.344,96.32,62.11,57.351,18.216,-39.135,84795242932,140.737,89.051
12/03/2018,7916.79,7633.887,7696.651,96.84,89.604,62.945,49.347,1.315,-48.031,84785610638,157.71,93.187
12/02/2018,7845.02,7598.221,7638.729,97.774,74.76,59.863,32.804,-21.463,-54.268,84711708958,123.247,93.699
11/29/18,7702.99,7563.41,7587.527,74.196,52.957,52.619,13.86,-42.918,-56.779,84615061723,28.834,89.314
11/28/18,7632.5,7559.328,7561.407,52.308,34.322,48.321,0.717,-55.217,-55.935,84509773043,-21.754,90.453
11/27/18,7573.48,7562.066,7548.6,32.367,21.232,44.399,-11.221,-62.935,-51.713,84413857558,-60.326,92.261
11/26/18,7528.9,7579.813,7549.752,18.29,22.706,41.274,-19.952,-65.861,-45.908,84350435829,-91.673,95.533
11/25/18,7512.57,7604.422,7563.483,13.038,20.573,40.129,-25.29,-64.098,-38.808,84371833013,-113.095,100.096
11/22/18,7607.32,7624.276,7583.793,36.791,18.566,44.838,-27.559,-59.253,-31.693,84431331108,-72.467,99.657
11/21/18,7514.36,7637.883,7589.35,11.889,12.719,38.235,-36.734,-61.855,-25.12,84333489488,-141.456,100.119
11/20/18,7504.94,7665.703,7616.867,7.018,8.909,37.532,-37.27,-54.81,-17.54,84235523136,-147.218,103.919
11/19/18,7560.13,7696.443,7651.686,19.25,10.342,40.011,-33.863,-44.063,-10.2,84322126164,-116.842,107.109
11/18/18,7496.91,7720.657,7680.873,0.458,5.962,35.477,-31.387,-35.324,-3.937,84247154381,-170.619,107.876
11/15/18,7662.17,7755.659,7727.918,11.318,22.637,43.449,-18.48,-17.219,1.26,84358138830,-68.866,103.138
11/14/18,7659.88,7777.379,7748.865,6.11,40.365,43.285,-15.108,-10.687,4.421,84337544938,-69.47,106.748
11/13/18,7750.95,7802.092,7774.722,50.483,54.772,48.477,-8.262,-1.961,6.301,84391139133,0.085,106.629
11/12/2018,7774.99,7810.295,7785.512,64.501,59.685,49.945,-6.193,-0.067,6.126,84426083265,20.522,110.655
11/11/2018,7711.11,7817.547,7793.249,49.332,63.789,45.902,-4.145,-0.096,4.048,84328474248,-16.704,114.253
11/08/2018,7743.39,7826.701,7814.266,65.221,74.109,47.71,5.69,6.371,0.681,84289718694,15.679,116.401
11/07/2018,7792.56,7835.917,7831.089,76.815,78.543,50.525,16.417,11.247,-5.169,84394483244,44.853,120.834
11/06/2018,7812.34,7807.913,7833.881,80.292,82.365,51.664,25.533,12.301,-13.232,84435564297,52.899,127.215
11/05/2018,7802.27,7781.656,7828.302,78.522,86.662,51.144,35.271,11.453,-23.817,84464361135,44.111,134.103
11/04/2018,7846.93,7766.293,7821.76,88.282,93.422,53.517,44.819,11.229,-33.589,84522474689,59.301,139.132
11/01/2018,7879.37,7747.621,7803.704,93.184,94.671,55.246,48.951,6.234,-42.717,84590667511,71.89,146.158
10/31/18,7907.01,7724.499,7775.546,98.801,94.722,56.696,47.967,-3.536,-51.503,84676209846,78.522,153.06
10/30/18,7832.98,7699.585,7737.832,92.027,89.991,53.673,40.719,-18.769,-59.488,84560341087,42.939,158.294
10/29/18,7847.51,7682.967,7710.557,93.337,88.676,54.365,35.484,-30.401,-65.886,84584829657,43.876,166.74
10/28/18,7802.65,7654.973,7675.55,84.608,74.526,52.614,24.827,-46.285,-71.113,84638639751,20.945,171.695
10/25/18,7835.55,7601.367,7638.953,88.084,64.114,54.025,13.386,-61.319,-74.706,84638957247,28.093,179.518
10/24/18,7512.52,7570.892,7590.834,50.886,55.754,39.143,-7.419,-82.965,-75.545,84381894839,-87.218,167.04
10/23/18,7549.77,7603.119,7607.306,53.372,59.486,40.548,-7.414,-76.496,-69.081,84473453664,-84.202,171.384
10/22/18,7648.64,7638.616,7623.46,63.005,62.01,44.485,-10.886,-70.919,-60.032,84583518836,-57.2,170.238
10/21/18,7660.21,7667.669,7626.92,62.081,61.628,44.959,-22.001,-72.836,-50.835,84393549323,-57.431,163.609
10/18/18,7648.15,7691.01,7632.52,60.943,61.835,44.385,-34.149,-75.402,-41.252,84223184650,-65.317,152.753
10/17/18,7657.87,7725.956,7646.666,61.86,59.302,44.735,-44.773,-76.352,-31.578,84219526368,-61.103,160.377
10/16/18,7666.8,7761.024,7665.422,62.702,47.001,45.037,-55.895,-77.444,-21.548,84247986818,-55.443,166.99
10/15/18,7567.57,7792.463,7688.27,53.344,27.284,40.918,-66.343,-78.62,-12.276,83985336706,-85.466,148.747
10/14/18,7266.59,7839.513,7737.714,24.958,25.004,25.114,-64.745,-68.874,-4.129,83780539689,-201.07,137.037
10/11/2018,7530.8,7912.808,7855.208,3.551,39.094,32.117,-26.438,-24.788,1.649,83752270661,-123.127,106.897
10/10/2018,7834.79,7949.596,7931.353,46.501,64.979,45.746,4.666,4.94,0.274,83883828088,6.069,90.23
10/09/2018,7904.74,7955.472,7953.295,67.231,74.228,50.307,18.65,11.862,-6.788,83952080955,39.97,90.788
10/08/2018,7939.17,7955.525,7962.528,81.204,81.86,52.709,29.828,13.401,-16.427,84022662797,59.348,93.774
10/07/2018,7893.62,7938.439,7962.396,74.25,85.391,49.762,40.03,11.666,-28.363,83930791057,45.184,94.697
10/04/2018,7997.61,7922.042,7967.563,90.126,89.847,57.336,56.723,13.919,-42.803,84004349829,98.281,91.527
10/03/2018,8008.55,7886.621,7947.383,91.797,93.111,58.201,65.198,6.005,-59.193,84034194659,105.312,95.006
10/02/2018,7981.19,7846.731,7917.962,87.62,95.413,56.683,70.922,-5.298,-76.22,83927547753,96.74,96.927
10/01/2018,8038.07,7795.593,7884.217,99.917,96.917,60.957,75.85,-16.862,-92.713,84011169959,129.458,97.067
09/30/18,7999.54,7750.851,7831.995,98.701,92.086,59.013,71.043,-37.168,-108.212,83903333241,117.273,100.622
09/27/18,7898.68,7714.435,7780.158,92.133,87.079,53.37,61.369,-58.622,-119.992,83816458823,64.081,100.004
09/26/18,7893.55,7693.874,7742.92,85.424,76.591,53.065,53.771,-74.884,-128.656,83848927609,54.458,104.022
09/25/18,7905.27,7675.153,7703.212,83.682,66.173,53.812,40.835,-94.028,-134.864,83877998684,54.995,106.429
09/20/18,7768.31,7657.533,7658.169,60.667,51.226,45.482,20.269,-118.289,-138.559,83777290441,-9.473,103.838
09/19/18,7729.65,7649.478,7636.563,54.171,41.715,42.776,5.419,-133.589,-139.008,83690946914,-28.327,107.001
09/18/18,7643.4,7648.423,7621.794,38.84,24.703,36.22,-10.12,-147.237,-137.117,83592647135,-68.857,107.908
09/17/18,7609.65,7680.907,7628.614,32.135,15.367,33.45,-21.5,-153.734,-132.233,83545268952,-91.756,109.571
09/16/18,7469.81,7714.185,7647.62,3.133,10.264,20.095,-31.42,-156.354,-124.934,83419038001,-172.005,102.43
09/13/18,7590.65,7758.711,7700.148,10.833,18.732,23.952,-25.329,-143.186,-117.856,83496141984,-143.566,98.735
09/12/2018,7635.38,7794.471,7737.206,16.827,25.531,25.644,-24.144,-136.6,-112.455,83484078961,-139.539,98.642
09/11/2018,7693.07,7832.787,7773.098,28.537,31.87,28.013,-23.164,-130.76,-107.596,83523677816,-123.325,96.489
09/10/2018,7706.34,7867.136,7804.747,31.23,31.197,28.577,-23.91,-127.279,-103.369,83536236160,-128.514,100.527
09/09/2018,7729.07,7896.515,7839.324,35.843,28.032,29.523,-22.183,-122.336,-100.152,83581459868,-128.318,101.232
09/06/2018,7687.76,7921.491,7874.31,26.516,28.572,25.355,-18.236,-116.561,-98.325,83510840604,-160.028,99.721
09/05/2018,7719.1,7939.431,7920.068,21.735,28.69,26.458,-5.659,-103.289,-97.629,83464281992,-158.112,91.818
09/04/2018,7968.24,7954.089,7962.793,37.464,28.292,38.957,10.576,-88.037,-98.614,83522178420,-42.251,70.058
09/03/2018,7942.43,7946.583,7958.856,26.872,25.21,36.051,7.454,-92.657,-100.112,83523453499,-59.294,70.263
09/02/2018,7915.07,7939.619,7958.345,20.539,30.929,32.906,4.828,-94.578,-99.407,83494038485,-76.802,72.523
08/30/18,7948.25,7954.604,7965.533,28.219,39.243,34.835,3.635,-92.869,-96.504,83482238498,-69.481,72.598
08/29/18,8018.54,7977.397,7970.832,44.03,41.726,39.375,-1.797,-92.714,-90.917,83515151093,-46.648,70.756
08/28/18,8036.56,7996.572,7966.838,45.481,37.09,40.636,-14.542,-98.326,-83.783,83479837263,-45.762,71.086
08/27/18,8000.13,8017.198,7963.318,35.668,24.608,36.839,-30.648,-105.892,-75.243,83403242380,-68.007,73.752
08/26/18,7978.83,8040.198,7970.603,30.12,14.652,34.568,-45.086,-110.3,-65.214,83414022019,-87.234,73.477
08/16/18,7867.16,8066.586,7986.558,8.035,7.772,20.679,-57.943,-112.153,-54.209,83363067412,-150.281,69.826
08/15/18,7865.68,8105.224,8029.843,5.8,6.999,20.472,-59.298,-101.517,-42.218,83281336692,-182.769,72.057
08/14/18,7893.18,8147.554,8081.092,9.48,5.745,21.441,-55.765,-86.314,-30.548,83297860393,-203.063,71.565
08/13/18,7872.79,8187.719,8134.645,5.718,3.602,18.794,-48.858,-68.453,-19.595,83342392591,-258.149,69.373
08/12/2018,8064.92,8231.377,8199.843,2.037,2.237,26.648,-32.776,-42.586,-9.809,83431188745,-177.389,57.376
08/09/2018,8176.18,8255.627,8234.517,3.05,5.411,34.371,-26.561,-28.512,-1.95,83526987072,-125.749,52.606
08/08/2018,8210.29,8274.779,8252.444,1.623,5.455,37.461,-26.806,-21.462,5.343,83601113907,-118.59,53.238
08/07/2018,8242.82,8293.733,8267.615,11.56,6.361,40.703,-28.716,-15.625,13.09,83716352971,-108.824,53.265
08/06/2018,8230.13,8310.033,8279.836,3.183,5.117,38.784,-32.267,-11.26,21.007,83579446326,-136.683,54.747
08/05/2018,8242.71,8331.868,8298.334,4.341,4.711,39.975,-33.263,-4.233,29.029,83630817607,-139.933,56.703
08/02/2018,8253.54,8354.259,8318.615,7.828,4.813,40.98,-33.342,3.517,36.86,83661480035,-125.429,58.607
08/01/2018,8288.98,8373.902,8340.499,1.965,5.973,44.372,-31.734,12.255,43.99,83689533673,-80.125,58.759
07/31/18,8294.83,8390.234,8358.909,4.646,8.551,44.942,-30.418,19.622,50.04,83770681056,-70.181,61.08
07/30/18,8309.37,8407.01,8379.305,11.309,24.47,46.316,-27.069,28.144,55.214,83881206891,-51.502,62.788
07/29/18,8307.42,8425.148,8400.356,9.699,43.793,46.111,-22.101,37.131,59.232,83881930465,-50.321,63.801
07/26/18,8367.7,8434.915,8423.537,52.404,64.248,51.791,-13.506,48.26,61.766,83948611214,0.504,62.1
