Date,Close,MA(10C)s,MA(10C)w,%K(141),%D(3),RSI(14C),MACDHist(12269C),MACD(12269C),MACDSig(12269C),AccDist,CCI(20C),ATR(14)
03/04/2015,9462.587,9345.611,9379.342,75.722,75.983,63.957,-13.507,137.557,151.065,71544525273,104.642,121.26
03/03/2015,9487.727,9340.139,9357.079,86.54,69.928,65.665,-20.249,137.981,158.231,71729859654,137.058,124.903
03/02/2015,9389.382,9335.611,9329.422,65.687,57.381,61.977,-32.957,133.957,166.914,71433312139,68.992,126.163
03/01/2015,9352.633,9340.61,9320.554,57.556,52.287,60.506,-39.587,136.885,176.472,71214672899,43.458,130.875
02/26/15,9313.524,9352.053,9320.449,48.902,48.735,58.935,-43.131,142.372,185.504,71152324093,16.341,135.439
02/25/15,9320.31,9346.45,9326.435,50.403,43.839,59.315,-42.064,151.287,193.352,71299961571,31.572,140.762
02/24/15,9294.122,9327.789,9327.795,46.9,43.179,58.352,-39.045,159.775,198.82,71072617591,23.941,146.043
02/23/15,9234.316,9328.427,9334.032,34.214,43.609,56.152,-32.667,170.951,203.618,70886812501,5.854,149.57
02/22/15,9301.303,9344.021,9353.979,48.423,58.701,59.417,-19.777,188.818,208.596,71152905266,41.516,153.016
02/19/15,9300.202,9348.423,9362.546,48.19,71.147,59.381,-9.109,202.056,211.166,71380439105,45.952,157.301
02/18/15,9407.872,9336.413,9369.13,79.49,86.602,64.589,5.757,216.125,210.368,71506818897,74.756,157.847
02/17/15,9442.446,9312.546,9351.798,85.761,93.262,66.323,14.197,219.977,205.779,71581119518,85.26,160.295
02/16/15,9439.373,9291.038,9324.269,94.556,92.428,66.249,18.665,218.172,199.506,71823802258,89.689,163.211
02/15/15,9467.065,9268.415,9293.186,99.47,85.266,67.503,21.319,213.009,191.689,72038004298,102.751,171.612
02/12/2015,9257.493,9236.101,9251.192,83.257,81.597,62.514,19.179,200.501,181.322,71641349989,70.804,168.285
02/11/2015,9133.699,9198.206,9240.413,73.072,86.092,59.067,34.633,202.958,168.324,71346679309,52.892,170.35
02/10/2015,9300.498,9176.086,9248.119,88.461,94.797,66.746,65.174,215.746,150.571,71552091852,91.153,167.399
02/09/2015,9390.262,9114.651,9214.329,96.743,93.356,71.384,83.338,211.947,128.608,71791046889,119.956,171.531
02/08/2015,9345.315,9023.635,9147.67,99.187,88.79,70.429,91.781,194.876,103.095,71665005207,128.905,177.478
02/05/2015,9180.108,8931.275,9072.39,84.139,85.355,66.626,97.832,174.829,76.996,71252146508,113.039,177.79
02/04/2015,9169.201,8852.645,9012.851,83.044,89.636,66.361,111.166,163.519,52.353,71026396288,128.384,181.976
02/03/2015,9227.36,8784.087,8942.83,88.881,92.041,69.079,119.098,147.816,28.718,71259820793,167.96,184.083
02/02/2015,9213.144,8709.644,8848.7,96.984,92.814,68.789,112.796,119.702,6.905,71506851475,205.872,186.853
02/01/2015,9143.931,8641.908,8744.839,90.259,92.787,67.406,96.146,83.524,-12.621,71244108006,244.538,189.561
01/29/15,8878.54,8573.387,8641.104,91.2,95.795,61.302,72.281,43.181,-29.1,71013038598,195.786,176.461
01/28/15,8912.496,8540.726,8579.683,96.902,94.998,62.697,60.912,18.081,-42.83,70999392822,248.923,182.495
01/27/15,8686.157,8498.644,8504.437,99.281,89.866,56.582,37.307,-17.675,-54.982,70588288443,165.322,177.207
01/26/15,8480.096,8473.699,8465.808,88.81,82.778,49.598,25.603,-40.011,-65.614,70171123572,38.559,173.981
01/22/15,8421.722,8470.202,8464.009,81.508,82.925,47.37,29.072,-46.957,-76.029,70058443662,-3.62,180.43
01/21/15,8393.807,8456.519,8470.336,78.015,84.118,46.317,38.53,-49.196,-87.726,69837990357,-23.023,187.47
01/20/15,8483.619,8430.477,8477.004,89.251,81.63,49.263,53.148,-48.496,-101.645,70001676940,9.592,193.972
01/19/15,8482.927,8387.859,8459.593,85.087,71.357,49.24,60.657,-56.042,-116.699,69908795352,7.818,202.818
01/18/15,8535.781,8350.246,8435.469,70.551,65.109,50.883,65.466,-64.788,-130.254,70079944814,27.745,212.6
01/15/15,8458.721,8332.361,8398.483,58.433,62.002,48.559,60.458,-80.389,-140.848,69912077133,-3.213,221.168
01/14/15,8551.934,8327.443,8374.615,66.344,61.38,51.284,56.178,-91.287,-147.466,70142643902,35.889,229.304
01/13/15,8491.678,8305.58,8329.823,61.23,58.358,49.586,39.257,-113.36,-152.618,69978144419,24.81,240.896
01/12/2015,8436.707,8305.07,8295.894,56.565,52.509,48.052,21.613,-133.749,-155.362,69714754545,20.357,241.35
01/11/2015,8445.127,8346.934,8279.572,57.28,43.928,48.261,2.583,-152.23,-154.814,69757757502,26.987,251.499
01/08/2015,8284.89,8388.059,8269.196,43.681,35.488,43.956,-22.036,-174.462,-152.426,69514833874,-6.425,257.475
01/07/2015,8133.389,8434.504,8296.399,30.824,37.974,39.54,-32.183,-183.985,-151.801,69356649769,-42.003,261.746
01/06/2015,8057.433,8491.143,8361.445,31.958,49.585,37.238,-22.776,-178.039,-155.262,69236743554,-64.35,264.754
01/05/2015,8106.803,8540.07,8449.197,51.139,61.837,38.114,4.263,-160.125,-164.389,69016998000,-61.009,259.225
01/04/2015,8356.934,8584.077,8535.974,65.659,66.219,42.857,40.955,-139.959,-180.914,69253005772,-9.143,259.606
01/01/2015,8409.541,8600.923,8580.336,68.712,68.728,43.924,66.7,-137.651,-204.351,69500012372,-3.266,274.037
12/31/14,8333.296,8592.023,8613.514,64.287,77.354,41.979,95.382,-138.06,-233.442,69371582506,-24.925,283.219
12/30/14,8486.579,8522.584,8647.93,73.184,89.119,44.886,139.677,-128.81,-268.488,69358955837,2.441,261.497
12/29/14,8855.348,8406.956,8633.453,94.591,94.325,53.099,178.43,-130.738,-309.169,69675696153,74.4,251.417
12/28/14,8856.379,8311.912,8534.647,99.583,91.096,53.124,178.162,-168.844,-347.006,69970174784,77.078,262.283
12/25/14,8749.341,8238.182,8422.247,88.802,83.264,50.873,157.869,-215.131,-373.0005,69671244631,58.952,273.2
12/24/14,8699.781,8202.64,8322.847,84.904,79.028,49.838,129.806,-260.181,-389.988,69583989900,43.811,281.78
12/23/14,8546.699,8173.76,8227.207,76.086,75.68,46.61,90.016,-308.852,-398.868,69527859530,8.411,282.865
12/22/14,8546.874,8181.621,8160.829,76.096,71.337,46.613,50.046,-350.894,-400.94,69441634774,1.602,298.402
12/21/14,8525.388,8205.507,8098.762,74.858,53.497,46.194,-3.251,-399.469,-396.217,69243499907,-9.254,306.845
12/18/14,8320.545,8247.113,8048.167,63.058,29.551,42.176,-68.156,-453.47,-385.314,69215770606,-47.99,295.269
12/17/14,7638.902,8310.822,8046.399,22.574,9.901,24.832,-126.204,-494.943,-368.738,68872312804,-157.379,264.62
12/16/14,7330.299,8427.099,8189.708,3.02,4.2,13.986,-122.032,-471.274,-349.242,68579614291,-235.775,249.924
12/15/14,7904.913,8568.327,8414.804,4.109,8.903,18.635,-68.591,-402.788,-334.197,68815311600,-178.826,220.698
12/14/14,8119.076,8649.877,8550.252,5.472,7.991,21.058,-41.243,-368.022,-326.778,68989934031,-168.103,205.49
12/11/2014,8393.92,8700.458,8655.958,17.128,10.602,24.918,-18.067,-340.101,-322.033,69122207753,-131.569,194.43
12/10/2014,8410.984,8766.63,8723.723,1.375,14.308,25.184,-9.404,-327.5,-318.096,68900598476,-142.395,189.773
12/09/2014,8625.309,8833.658,8800.573,13.302,28.1,28.768,2.665,-308.391,-311.057,69064179154,-110.929,185.244
12/08/2014,8785.732,8894.53,8849.522,28.246,38.419,31.926,3.502,-301.338,-304.84,69090761150,-89.211,177.217
12/07/2014,8941.45,8956.432,8880.558,42.752,37.863,35.431,-6.655,-304.285,-297.63,69283559274,-66.667,178.775
12/04/2014,8957.63,9013.85,8893.722,44.259,30.362,35.811,-30.306,-319.477,-289.17,69164682743,-71.441,186.493
12/03/2014,8801.68,9058.97,8912.148,26.577,21.482,29.008,-56.459,-335.868,-279.408,68926913085,-114.232,188.684
12/02/2014,8742.573,9117.181,8969.511,20.251,16.139,26.257,-66.828,-336.024,-269.195,68705477139,-147.419,196.434
12/01/2014,8720.416,9180.391,9049.115,17.62,14.269,25.249,-66.203,-325.317,-259.114,68860787536,-177.704,200.219
11/30/14,8624.89,9237.304,9143.094,10.545,14.215,20.921,-54.932,-304.664,-249.732,68694282502,-225.176,196.756
11/27/14,9055.633,9330.196,9271.332,14.643,11.828,27.616,-22.62,-264.146,-241.526,68805459246,-144.569,167.804
11/26/14,9081.268,9392.799,9332.635,17.458,16.838,28.113,-17.386,-252.445,-235.058,68736677182,-155.752,169.308
11/25/14,9234.026,9461.273,9401.727,3.382,21.607,31.223,-7.428,-236.448,-229.02,68732151154,-130.438,158.355
11/24/14,9404.756,9514.676,9452.754,29.672,27.18,35.273,-3.37,-228.145,-224.774,68879636868,-91.135,155.79
11/23/14,9515.632,9553.521,9479.802,31.766,22.901,38.267,-9.507,-231.612,-222.104,69074144139,-67.193,157.311
11/20/14,9408.832,9570.823,9489.837,20.1,17.604,33.196,-24.381,-243.957,-219.575,68981835157,-101.543,158.091
11/19/14,9383.785,9594.868,9523.662,16.836,13.1,31.98,-28.996,-245.291,-216.294,68935493546,-115.093,166.225
11/18/14,9374.676,9619.373,9566.496,15.875,12.504,31.559,-28.75,-240.877,-212.126,68879364981,-127.702,171.542
11/17/14,9289.547,9660.362,9618.439,6.587,16.075,27.675,-24.086,-230.81,-206.724,68755595146,-166.868,176.623
11/16/14,9553.809,9745.574,9701.353,15.05,25.79,33.087,-6.239,-205.937,-199.697,68873828247,-117.597,164.853
11/13/14,9681.661,9800.121,9746.137,26.588,32.757,36.275,-4.677,-198.102,-193.425,68978037472,-86.127,165.381
11/12/2014,9766.011,9835.446,9774.098,35.731,36.787,38.55,-8.981,-198.237,-189.255,69079786654,-54.872,169.716
11/11/2014,9768.053,9867.041,9792.467,35.953,33.992,38.604,-18.208,-204.114,-185.905,69210617513,-58.255,176.513
11/10/2014,9793.202,9906.602,9817.658,38.679,29.701,39.238,-26.887,-208.854,-181.967,69206757394,-56.619,182.776
11/09/2014,9688.652,9946.724,9845.571,27.345,23.762,35.128,-36.581,-214.427,-177.845,69036090405,-97.095,188.322
11/06/2014,9649.283,10009.255,9903.862,23.078,29.179,33.557,-33.587,-207.777,-174.189,68838133233,-125.462,195.425
11/05/2014,9628.836,10060.859,9978.694,20.861,47.709,32.772,-19.547,-192.258,-172.71,68728761294,-150.02,204.086
11/04/2014,9784.567,10118.595,10067.741,43.598,65.133,35.761,8.258,-167.571,-175.83,68704802315,-117.308,193.001
11/03/2014,10141.67,10153.784,10134.872,78.667,72.796,44.38,33.843,-149.481,-183.324,68903203076,-15.606,177.774
11/02/2014,10099.27,10127.853,10132.359,73.135,62.929,42.862,34.415,-160.577,-194.992,68749763862,-31.861,186.284
10/30/14,10034.92,10095.458,10131.666,66.584,56.597,40.576,38.904,-168.086,-206.99,68759501873,-50.568,190.058
10/29/14,10081.96,10046.72,10133.812,49.067,53.024,41.708,48.165,-168.673,-216.839,68685050339,-44.769,192.632
10/28/14,10163.66,10028.825,10124.151,54.14,57.898,43.675,51.559,-171.76,-223.319,68880335737,-32.539,196.641
10/27/14,10194.42,10030.17,10099.88,55.865,57.838,44.407,40.776,-181.519,-222.295,68898180560,-31.298,204.332
10/26/14,10313.96,10048.522,10073.353,63.687,58.095,47.265,20.339,-194.467,-214.807,69108076420,-15.144,207.388
10/23/14,10165.33,10031.664,10022.026,53.962,54.224,43.032,-18.408,-220.336,-201.928,68878524820,-44.675,209.212
10/22/14,10206.19,10100.279,10010.199,56.636,48.0007,43.932,-51.739,-235.017,-183.277,68769832558,-43.96,212.61
10/21/14,10136.46,10164.621,10002.641,52.073,37.798,42.009,-97.915,-254.496,-156.58,68700329607,-60.75,216.405
10/20/14,9882.359,10236.454,10020.821,35.292,24.401,34.397,-141.029,-268.557,-127.528,68439657555,-109.836,212.678
10/19/14,9775.324,10323.959,10101.112,26.029,12.901,30.846,-160.066,-256.726,-96.659,68216618587,-148.49,219.127
10/16/14,9547.54,10413.843,10217.207,11.884,7.623,22.563,-160.137,-226.993,-66.855,68177968054,-231.19,205.593
10/15/14,9903.003,10535.591,10396.852,0.791,12.586,27.301,-123.595,-162.548,-38.952,68260161293,-221.967,178.147
10/14/14,10177.11,10617.342,10526.732,10.193,13.063,32.133,-98.603,-114.121,-15.517,68466565549,-200.308,170.028
10/13/14,10377.94,10687.113,10619.46,26.773,25.135,36.532,-83.428,-78.56,4.867,68531742265,-177.363,159.555
10/12/2014,10145.38,10750.387,10687.178,2.224,30.897,25.577,-77.145,-52.477,24.667,68314294617,-299.311,150.957
10/02/2014,10851.48,10842.086,10813.851,46.407,45.008,49.825,-38.704,5.256,43.96,68553103463,-52.808,106.574
10/01/2014,10849.61,10865.029,10816.315,44.058,38.298,49.707,-51.181,6.975,58.156,68396954828,-59.963,104.909
09/30/14,10854.79,10879.402,10821.732,44.558,27.284,50.008,-63.785,9.258,73.043,68350753547,-64.77,108.733
09/29/14,10757.41,10887.196,10827.624,26.278,21.656,44.108,-76.855,11.51,88.366,68196168919,-127.536,109.094
09/28/14,10674.17,10914.151,10856.122,11.017,19.401,38.332,-80.937,24.132,105.07,68029264231,-204.487,107.913
09/25/14,10765.02,10953.048,10906.827,27.674,20.879,42.817,-74.512,48.366,122.879,68111679114,-202.102,104.73
09/24/14,10720.51,10989.147,10947.577,19.513,25.032,39.602,-70.485,69.345,139.831,68111925570,-308.275,105.646
09/22/14,10874.82,11032.032,11004.218,15.449,38.837,48.353,-56.417,99.644,156.061,68170903327,-209.68,93.655
09/21/14,11010.68,11058.932,11037.693,40.134,56.482,59.014,-48.763,121.156,169.92,68288826866,-44.627,86.407
09/18/14,11062.37,11071.46,11048.744,60.927,54.157,64.000004,-49.012,133.018,182.031,68387326593,19.142,85.068
09/17/14,11080.91,11072.106,11050.514,68.385,36.774,65.852,-52.374,140.96,193.335,68535767068,43.374,87.624
09/16/14,10993.34,11070.129,11048.554,33.159,34.377,60.886,-56.959,147.159,204.118,68360185870,-10.644,86.335
09/15/14,10932.73,11075.614,11063.513,8.777,47.777,56.853,-53.202,161.847,215.05,68235717840,-32.757,86.419
09/14/14,11026.96,11094.016,11092.837,61.196,75.556,66.796,-40.695,184.412,225.107,68424883157,23.006,82.597
09/11/2014,11063.14,11102.532,11106.578,73.356,87.734,71.238,-32.427,200.935,233.363,68659422773,43.671,80.441
09/10/2014,11126.01,11100.421,11113.356,92.115,96.176,79.8,-24.071,215.419,239.491,68924733036,72.645,79.111
09/09/2014,11149.36,11090.815,11106.957,97.731,98.468,83.251,-18.903,224.371,243.274,68848229231,86.623,79.707
09/08/2014,11143.82,11069.863,11092.503,98.682,94.674,83.09,-15.36,230.155,245.515,68754085184,91.652,83.544
09/07/2014,11135.96,11039.759,11073.583,98.992,90.475,82.873,-11.4,234.755,246.155,68556920647,97.907,86.462
09/04/2014,11068.83,11016.467,11051.857,86.349,85.47,80.932,-7.687,238.011,245.699,68311470988,84.947,87.551
09/03/2014,11061.14,10983.06,11036.262,86.083,88.744,80.7,0.68,245.541,244.86,68030605570,91.803,89.414
09/02/2014,11048.19,10948.57,11015.795,83.977,93.217,80.324,10.259,252.363,242.103,68048730805,98.964,90.721
09/01/2014,11116.75,10909.707,10990.616,96.171,96.732,88.817,19.962,258.718,238.755,68199796854,139.148,90.73
08/31/14,11112.12,10863.041,10944.487,99.503,96.614,88.742,21.321,256.085,234.764,68052397624,161.529,91.745
08/28/14,11042.03,10815.733,10890.599,94.523,90.307,87.577,18.043,249.472,231.428,67760784761,161.682,93.159
08/27/14,11029.95,10770.356,10841.203,95.815,81.499,87.368,15.507,244.538,229.03,67706607146,180.06,94.978
08/26/14,10939.84,10726.671,10786.062,80.584,82.741,85.699,8.716,235.914,227.198,67248525495,160.717,95.235
08/25/14,10842.78,10691.576,10740.923,68.097,88.409,83.521,4.098,230.65,226.551,66927761317,121.062,92.883
08/24/14,10903.04,10666.953,10708.954,99.542,97.539,91.559,4.105,230.459,226.353,67243650140,137.961,80.551
08/21/14,10734.76,10634.561,10660.14,97.587,96.227,88.752,-4.953,220.727,225.681,66969102687,88.913,73.624
08/20/14,10716.24,10616.333,10638.608,95.489,95.39,88.356,-2.777,222.23,225.007,66895809810,86.528,76.725
08/19/14,10659.56,10592.543,10616.117,95.604,96.39,87.063,0.165,222.8,222.635,66783492553,77.726,75.878
08/18/14,10650.09,10571.639,10600.132,95.078,95.939,86.836,7.837,226.059,218.221,66690562506,81.045,79.427
08/17/14,10639.04,10547.211,10581.427,98.488,95.851,86.581,16.429,227.894,211.464,66743755149,85.15,81.398
08/14/14,10588.26,10513.595,10558.618,94.252,95.429,85.372,26.024,228.047,202.022,66602331401,82.311,82.311
08/13/14,10593.1,10476.242,10538.251,94.813,96.701,86.058,40.425,230.095,189.67,66717725301,91.524,84.744
08/12/2014,10588.89,10433.205,10509.18,97.223,97.145,85.967,54.495,228.87,174.374,66803111017,100.076,85.96
08/11/2014,10596.55,10376.83,10470.623,98.066,96.824,86.927,67.81,224.405,156.595,66741778754,114.158,88.377
08/10/2014,10579.12,10292.177,10415.283,96.147,96.503,86.611,78.216,214.663,136.446,66592015412,127.369,90.861
08/07/2014,10552.48,10207.945,10347.796,96.259,95.656,86.136,85.672,200.881,115.208,66616498426,142.133,93.054
08/06/2014,10478.34,10131.354,10271.228,97.103,96.73,84.735,87.274,183.08,95.805,66538545733,148.482,91.979
08/05/2014,10450.52,10064.601,10196.003,93.607,97.115,84.178,86.371,165.246,78.874,66409168462,172.705,91.679
08/04/2014,10405.81,9999.383,10113.978,99.479,98.403,83.268,78.968,142.912,63.943,66427679048,203.578,91.38
08/03/2014,10302.88,9939.605,10029.213,98.258,96.955,80.919,65.686,116.879,51.192,66218358559,227.403,89.292
07/24/14,10214.73,9890.567,9954.247,97.471,94.098,78.522,51.386,92.431,41.045,66062201610,253.523,85.668
07/23/14,10162.73,9849.424,9887.828,95.136,83.806,76.934,35.763,68.859,33.095,65899745133,261.906,87.079
07/22/14,10025.14,9811.892,9824.039,89.688,75.537,71.816,16.046,43.064,27.017,65735844282,203.757,81.225
07/21/14,9750.022,9787.338,9780.803,66.594,74.683,52.069,0.59,23.524,22.933,65495141211,31.943,62.965
07/20/14,9736.794,9791.288,9788.305,70.328,83.753,50.521,6.176,26.253,20.076,65430782497,27.867,63.909
07/17/14,9786.578,9792.824,9798.493,87.128,90.432,56.948,14.897,30.701,15.803,65469458409,62.637,62.49
07/16/14,9810.809,9782.961,9797.835,93.803,92.403,60.421,21.34,30.863,9.522,65507144078,85.156,63.467
07/15/14,9798.332,9769.731,9790.366,90.366,92.818,59.232,26.397,28.154,1.757,65411403097,86.576,65.767
07/14/14,9808.038,9748.329,9781.275,93.039,94.836,60.546,32.347,25.557,-6.789,65482678565,103.683,67.904
07/13/14,9812.5,9718.827,9765.055,95.05,96.261,61.125,37.127,20.883,-16.244,65394252587,119.915,70.368
07/10/2014,9803.292,9688.948,9742.591,96.418,96.34,60.4,39.703,14.158,-25.544,65353782608,123.161,71.261
07/09/2014,9787.412,9665.568,9717.55,97.317,97.086,59.18,39.963,6.307,-33.656,65348411089,108.53,74.406
07/08/2014,9779.601,9644.93,9691.644,95.287,97.422,58.597,38.054,-2.188,-40.243,65235473016,94.717,77.926
07/07/2014,9789.522,9619.18,9662.477,98.656,95.548,59.601,33.394,-12.205,-45.6,65210553428,90.509,80.529
07/06/2014,9752.159,9595.583,9627.215,98.323,84.06,57.028,23.704,-25.823,-49.527,65099250593,58.307,83.138
07/03/2014,9687.943,9586.108,9597.024,89.666,63.632,52.167,11.77,-39.024,-50.795,64962070396,13.421,83.866
07/02/2014,9678.514,9582.14,9577.787,64.19,40.494,51.418,0.658,-48.768,-49.427,64809379076,2.34,86.798
07/01/2014,9584.308,9578.194,9559.547,37.039,25.545,43.157,-12.919,-59.536,-46.616,64664712236,-49.99,85.63
06/30/14,9513.023,9577.214,9558.257,20.254,23.216,35.443,-20.812,-62.821,-42.009,64528230614,-89.675,86.294
06/29/14,9513.707,9578.229,9570.113,19.342,27.219,35.486,-22.705,-58.842,-36.136,64479552507,-98.473,88.051
06/26/14,9569.492,9598.558,9585.54,30.05,27.756,39.068,-24.166,-52.977,-28.81,64516564324,-81.295,88.286
06/25/14,9581.027,9624.276,9595.501,32.264,25.905,39.84,-31.252,-50.401,-19.148,64551673361,-84.909,92.179
06/24/14,9522.102,9653.341,9608.649,20.954,30.188,33.617,-39.348,-47.554,-8.206,64349963361,-128.984,94.716
06/23/14,9553.555,9691.699,9639.485,24.498,37.636,35.434,-40.329,-37.229,3.099,64232890803,-133.978,90.995
06/22/14,9657.409,9725.555,9670.758,45.113,43.293,42.47,-40.243,-26.712,13.531,64283110095,-89.258,84.977
06/19/14,9648.261,9745.165,9686.713,43.297,37.808,41.521,-46.139,-23.474,22.664,64279062323,-109.162,84.176
06/18/14,9639.053,9766.38,9708.189,41.47,23.993,40.604,-49.405,-18.068,31.337,64242653621,-131.234,86.619
06/17/14,9574.507,9788.127,9735.294,28.657,15.89,33.856,-49.597,-9.967,39.629,64068860738,-214.743,87.261
06/16/14,9523.183,9814.562,9778.94,1.851,23.233,27.799,-40.044,7.088,47.132,63795746832,-317.021,82.629
06/15/14,9716.994,9848.705,9838.126,17.161,47.443,40.947,-18.852,33.98,52.833,64041249357,-144.373,73.277
06/12/2014,9826.674,9863.474,9864.759,50.687,71.196,54.488,-7.691,48.077,55.769,64136154045,5.683,67.02
06/11/2014,9871.676,9863.146,9871.39,74.48,87.134,62.343,-2.832,54.203,57.035,64198364482,79.017,66.357
06/10/2014,9905.676,9855.824,9868.508,88.421,89.562,69.357,-0.74,56.651,57.392,64259131552,144.897,67.249
06/09/2014,9892.121,9848.275,9858.072,98.501,89.922,68.026,-2.067,55.49,57.558,64239057517,142.488,67.749
06/08/2014,9853.51,9841.216,9848.816,81.765,86.325,63.872,-3.565,54.582,58.147,64029917678,84.728,66.753
06/05/2014,9860.405,9833.113,9845.108,89.499,85.378,65.279,-2.193,56.559,58.753,63839640273,104.39,58.54
06/04/2014,9856.523,9822.163,9838.154,87.71,86.123,64.874,-1.475,57.559,59.034,63929601508,108.623,60.694
06/03/2014,9838.86,9813.093,9830.258,78.926,87.475,63.057,-1.135,58.392,59.528,63759670370,84.058,61.647
06/02/2014,9864.613,9802.353,9823.62,91.734,86.216,67.806,-0.082,60.405,60.488,63864672743,141.692,63.293
06/01/2014,9864.679,9788.367,9809.757,91.766,76.557,67.818,-2.185,59.474,61.66,63672474171,161.013,64.312
05/29/14,9823.397,9782.88,9794.885,75.149,72.5,64.078,-6.351,57.413,63.765,63559371939,97.942,64.654
05/28/14,9798.45,9781.277,9787.227,62.756,78.742,61.572,-8.955,58.151,67.107,63503557209,55.611,61.166
05/27/14,9830.192,9783.421,9784.494,79.597,78.257,67.104,-9.763,60.787,70.55,63614542308,114.361,61.143
05/26/14,9821.529,9782.021,9775.736,93.872,67.383,66.337,-13.782,60.036,73.819,63798127287,102.851,61.988
05/25/14,9772.482,9777.453,9767.722,61.303,56.739,61.639,-17.946,59.086,77.033,63519628819,44.147,62.557
05/22/14,9750.903,9776.753,9768.498,46.973,56.999,59.32,-18.067,62.007,80.075,63213798789,25.991,60.392
05/21/14,9765.818,9780.366,9773.855,61.942,61.851,61.715,-15.723,67.032,82.755,63606979015,43.47,61.624
05/20/14,9731.465,9778.293,9776.123,62.082,72.002,58.096,-13.856,70.951,84.807,63227771715,20.906,62.828
05/19/14,9724.754,9779.559,9784.867,61.529,81.812,57.365,-7.534,78.419,85.953,63239371425,19.477,62.545
05/18/14,9809.807,9781.167,9795.124,92.396,93.363,72.183,1.481,87.493,86.012,63440270692,82.399,56.675
05/15/14,9807.37,9775.721,9788.927,91.512,94.391,71.991,4.527,89.143,84.616,63426782746,89.661,59.136
05/14/14,9819.891,9760.997,9780.496,96.179,92.993,74.449,7.816,90.2,82.384,63503111618,108.677,61.18
05/13/14,9816.191,9737.53,9765.521,95.481,88.91,74.207,10.038,88.963,78.925,63267981266,119.757,63.419
05/12/2014,9775.852,9712.204,9746.614,87.318,88.053,71.476,11.296,86.466,75.169,63098599971,105.81,64.073
05/11/2014,9765.477,9692.172,9731.4,83.931,86.132,70.736,14.233,86.129,71.896,62887249683,111.528,65.9
05/08/2014,9787.032,9673.111,9714.606,92.908,85.61,74.463,16.421,85.503,69.081,62981222821,143.282,65.102
05/07/2014,9745.092,9650.072,9689.704,81.556,84.442,71.777,14.632,81.264,66.631,62878564895,132.201,65.248
05/06/2014,9744.124,9630.189,9668.813,82.364,88.998,71.713,14.006,78.943,64.936,62663708321,155.958,67.103
05/05/2014,9740.834,9616.434,9645.597,89.407,93.517,71.51,10.969,74.93,63.96,62826683961,186.702,66.801
05/04/2014,9755.353,9604.127,9620.741,95.224,87.65,73.679,5.031,69.054,64.023,62847014336,243.314,68.111
05/01/2014,9660.126,9592.209,9591.078,95.922,77.173,67.716,-5.619,59.071,64.69,62563612406,165.168,64.83
04/30/14,9585.219,9579.255,9576.375,71.803,67.973,61.314,-10.992,55.165,66.157,62323724500,68.48,61.901
04/29/14,9562.93,9571.166,9573.82,63.793,66.733,59.072,-10.334,57.004,67.338,62201211665,36.579,63.419
04/28/14,9575.539,9565.376,9574.264,68.324,65.98,60.927,-7.692,60.793,68.485,62437762312,62.28,64.045
04/27/14,9574.864,9552.391,9570.056,68.082,62.473,60.866,-6.155,63.459,69.615,62427642991,67.618,65.936
04/24/14,9556.641,9537.4,9563.244,61.533,66.272,59.269,-4.833,66.009,70.842,62222723730,44.843,68.351
04/23/14,9546.265,9532.593,9558.872,57.804,73.593,58.372,-2.681,70.159,72.84,61974029665,35.483,69.2
04/22/14,9606.575,9532.278,9556.329,79.478,87.18,66.255,-0.329,75.491,75.82,62251055299,126.393,67.428
04/21/14,9617.763,9528.148,9542.069,83.498,81.938,67.833,-3.889,75.058,78.947,62105656778,158.773,68.007
04/20/14,9636.172,9517.131,9523.772,98.565,71.514,70.394,-10.233,72.275,82.509,62269892450,201.788,68.392
04/17/14,9530.581,9506.654,9500.224,63.752,56.17,62.94,-20.65,65.797,86.447,61935066598,64.545,64.983
04/16/14,9504.334,9509.442,9496.38,52.225,43.742,60.654,-24.349,67.323,91.672,61661332461,35.524,66.479
04/15/14,9505.03,9512.792,9497.918,52.531,30.694,60.746,-26.034,70.963,96.998,61688148219,43.401,68.718
04/14/14,9445.685,9513.906,9499.532,26.469,30.42,55.369,-27.265,74.507,101.773,61370531766,-15.28,69.413
04/13/14,9424.953,9516.709,9512.445,13.083,47.453,53.294,-22.027,83.988,106.015,61090831551,-31.71,69.888
04/10/2014,9508.573,9520.512,9529.819,51.708,75.225,64.533,-12.111,96.979,109.091,61227903494,54.798,66.825
04/09/2014,9543.114,9511.962,9530.435,77.568,84.062,70.212,-7.242,103.636,110.879,61316976836,94.858,65.007
04/08/2014,9565.279,9502.642,9523.077,96.4,86.781,74.097,-4.954,107.108,112.063,61384282798,128.101,60.549
04/07/2014,9507.584,9489.477,9509.295,78.219,86.45,70.098,-5.577,107.725,113.302,61038445474,85.206,59.903
04/06/2014,9531.401,9481.64,9504.578,85.724,92.638,74.508,-1.721,112.82,114.542,60907057346,118.45,57.785
04/03/2014,9558.462,9471.021,9493.599,95.406,97.388,79.805,-0.037,115.256,115.294,61113091147,162.132,58.198
04/02/2014,9537.834,9445.739,9473.104,96.784,98.822,78.735,-1.798,113.935,115.733,61064955818,158.899,59.98
04/01/2014,9516.172,9423.818,9452.374,99.975,99.894,77.576,-3.426,112.691,116.118,60914258345,150.528,61.363
03/31/14,9473.713,9405.369,9432.228,99.706,93.605,75.108,-5.876,111.67,117.547,60670479424,117.981,62.181
